gene_id,gc
NZ_CP028996.1_75,0.4731
NZ_CP028996.1_76,0.4704
NZ_CP028996.1_77,0.5374
NZ_CP028996.1_78,0.5145
NZ_CP028996.1_79,0.4773
NZ_CP028996.1_80,0.4950
NZ_CP028996.1_81,0.5060
NZ_CP028996.1_82,0.5261
NZ_CP028996.1_83,0.5104
NZ_CP028996.1_84,0.5252
NZ_CP028996.1_85,0.5253
NZ_CP028996.1_86,0.5169
NZ_CP028996.1_87,0.5204
NZ_CP028996.1_88,0.5469
NZ_CP028996.1_89,0.5250
NZ_CP028996.1_90,0.5270
NZ_CP028996.1_91,0.5381
NZ_CP028996.1_92,0.4928
NZ_CP028996.1_93,0.5355
NZ_CP028996.1_94,0.5055
NZ_CP028996.1_95,0.4653
NZ_CP028996.1_96,0.4842
NZ_CP028996.1_97,0.4947
NZ_CP028996.1_98,0.4966
NZ_CP028996.1_99,0.5270
NZ_CP028996.1_100,0.5026
NZ_CP028996.1_101,0.5423
NZ_CP028996.1_102,0.5408
NZ_CP028996.1_103,0.5372
NZ_CP028996.1_104,0.5214
NZ_CP028996.1_105,0.5422
NZ_CP028996.1_106,0.5133
NZ_CP028996.1_107,0.4400
NZ_CP028996.1_108,0.5162
NZ_CP028996.1_109,0.4977
NZ_CP028996.1_110,0.5038
NZ_CP028996.1_111,0.5236
NZ_CP028996.1_112,0.5329
NZ_CP028996.1_113,0.4930
NZ_CP028996.1_114,0.5096
NZ_CP028996.1_115,0.5424
NZ_CP028996.1_116,0.5185
NZ_CP028996.1_117,0.5000
NZ_CP028996.1_118,0.5132
NZ_CP028996.1_119,0.5278
NZ_CP028996.1_120,0.5220
NZ_CP028996.1_121,0.4689
NZ_CP028996.1_122,0.5008
NZ_CP028996.1_123,0.5356
NZ_CP028996.1_124,0.5353
NZ_CP028996.1_125,0.6078
NZ_CP028996.1_126,0.5622
NZ_CP028996.1_127,0.5591
NZ_CP028996.1_128,0.4901
NZ_CP028996.1_129,0.5886
NZ_CP028996.1_130,0.6095
NZ_CP028996.1_131,0.5307
NZ_CP028996.1_132,0.5709
NZ_CP028996.1_133,0.5981
NZ_CP028996.1_134,0.5319
NZ_CP028996.1_135,0.6124
NZ_CP028996.1_136,0.5120
NZ_CP028996.1_137,0.5179
NZ_CP028996.1_138,0.5000
NZ_CP028996.1_139,0.6481
NZ_CP028996.1_140,0.5868
NZ_CP028996.1_141,0.5917
NZ_CP028996.1_142,0.5774
NZ_CP028996.1_143,0.6307
NZ_CP028996.1_144,0.6921
NZ_CP028996.1_145,0.6720
NZ_CP028996.1_146,0.5665
NZ_CP028996.1_147,0.5661
NZ_CP028996.1_148,0.4901
NZ_CP028996.1_149,0.5269
NZ_CP028996.1_150,0.5160
NZ_CP028996.1_151,0.5853
NZ_CP028996.1_152,0.6089
NZ_CP028996.1_153,0.6554
NZ_CP028996.1_154,0.4371
NZ_CP028996.1_155,0.2796
NZ_CP028996.1_156,0.4430
NZ_CP028996.1_157,0.5319
NZ_CP028996.1_158,0.5606
NZ_CP028996.1_159,0.5243
NZ_CP028996.1_160,0.4990
NZ_CP028996.1_161,0.5392
NZ_CP028996.1_162,0.5017
NZ_CP028996.1_163,0.5346
NZ_CP028996.1_164,0.4806
NZ_CP028996.1_165,0.5000
NZ_CP028996.1_166,0.5291
NZ_CP028996.1_167,0.4971
NZ_CP028996.1_168,0.5080
NZ_CP028996.1_169,0.5026
NZ_CP028996.1_170,0.5165
NZ_CP028996.1_171,0.4848
NZ_CP028996.1_172,0.5109
NZ_CP028996.1_173,0.5080
NZ_CP028996.1_174,0.5114
NZ_CP028996.1_175,0.5241
NZ_CP028996.1_176,0.5215
NZ_CP028996.1_177,0.5089
NZ_CP028996.1_178,0.5117
NZ_CP028996.1_179,0.5027
NZ_CP028996.1_180,0.5128
NZ_CP028996.1_181,0.5301
NZ_CP028996.1_182,0.4986
NZ_CP028996.1_183,0.5281
NZ_CP028996.1_184,0.4864
NZ_CP028996.1_185,0.5275
NZ_CP028996.1_186,0.5398
NZ_CP028996.1_187,0.5185
NZ_CP028996.1_188,0.5233
NZ_CP028996.1_189,0.5307
NZ_CP028996.1_190,0.5453
NZ_CP028996.1_191,0.5123
NZ_CP028996.1_192,0.5389
NZ_CP028996.1_193,0.5291
NZ_CP028996.1_194,0.5343
NZ_CP028996.1_195,0.5469
NZ_CP028996.1_196,0.5205
NZ_CP028996.1_197,0.5460
NZ_CP028996.1_198,0.5401
NZ_CP028996.1_199,0.5172
NZ_CP028996.1_200,0.5153
NZ_CP028996.1_201,0.5057
NZ_CP028996.1_202,0.5188
NZ_CP028996.1_203,0.4989
NZ_CP028996.1_204,0.4485
NZ_CP028996.1_205,0.4467
NZ_CP028996.1_206,0.5202
NZ_CP028996.1_207,0.5729
NZ_CP028996.1_208,0.5241
NZ_CP029059.1_1,0.3284
NZ_CP029059.1_2,0.3559
NZ_CP029059.1_3,0.3497
NZ_CP029059.1_4,0.4943
NZ_CP029059.1_5,0.4434
NZ_CP029059.1_6,0.4200
NZ_CP029059.1_7,0.3941
NZ_CP029059.1_8,0.4339
NZ_CP029059.1_9,0.3574
NZ_CP029059.1_10,0.4928
NZ_CP029059.1_11,0.3299
NZ_CP029059.1_12,0.4156
NZ_CP029059.1_13,0.3137
NZ_CP029059.1_14,0.4328
NZ_CP029059.1_15,0.4031
NZ_CP029059.1_16,0.3970
NZ_CP029059.1_17,0.4414
NZ_CP029059.1_18,0.4667
NZ_CP029059.1_19,0.4311
NZ_CP029059.1_20,0.5093
NZ_CP029059.1_21,0.4753
NZ_CP029059.1_22,0.5131
NZ_CP029059.1_23,0.4298
NZ_CP029059.1_24,0.4040
NZ_CP029059.1_25,0.3935
NZ_CP029059.1_26,0.4520
NZ_CP029059.1_27,0.4376
NZ_CP029059.1_28,0.3784
NZ_CP029059.1_29,0.3275
NZ_CP029059.1_30,0.4366
NZ_CP029059.1_31,0.3333
NZ_CP029059.1_32,0.3643
NZ_CP029059.1_33,0.3986
NZ_CP029059.1_34,0.3814
NZ_CP029059.1_35,0.3689
NZ_CP029059.1_36,0.3548
NZ_CP029059.1_37,0.4811
NZ_CP029059.1_38,0.4524
NZ_CP029059.1_39,0.4610
NZ_CP029059.1_40,0.4767
NZ_CP029059.1_41,0.4490
NZ_CP029059.1_42,0.3836
NZ_CP029059.1_43,0.5254
NZ_CP029059.1_44,0.3860
NZ_CP029059.1_45,0.3761
NZ_CP029059.1_46,0.4592
NZ_CP029059.1_47,0.3924
NZ_CP029059.1_48,0.3667
NZ_CP029059.1_49,0.4917
NZ_CP029059.1_50,0.4375
NZ_CP029059.1_51,0.3835
NZ_CP029059.1_52,0.4348
NZ_CP029059.1_53,0.4189
NZ_CP029059.1_54,0.4615
NZ_CP029059.1_55,0.4044
NZ_CP029059.1_56,0.4170
NZ_CP029059.1_57,0.3352
NZ_CP029059.1_58,0.4580
NZ_CP029059.1_59,0.4508
NZ_CP029059.1_60,0.4205
NZ_CP029059.1_61,0.4776
NZ_CP029059.1_62,0.3874
NZ_CP029059.1_63,0.4301
NZ_CP029059.1_64,0.3934
NZ_CP029059.1_65,0.3679
NZ_CP029059.1_66,0.4848
NZ_CP029059.1_67,0.4563
NZ_CP029059.1_68,0.4711
NZ_CP029059.1_69,0.3440
NZ_CP029059.1_70,0.4438
NZ_CP029059.1_71,0.3476
NZ_CP029059.1_72,0.3802
NZ_CP029059.1_73,0.4483
NZ_CP029059.1_74,0.4155
NZ_CP029059.1_75,0.3469
NZ_CP029059.1_76,0.4903
NZ_CP029059.1_77,0.4914
NZ_CP029059.1_78,0.4214
NZ_CP029059.1_79,0.3363
NZ_CP029061.1_1,0.5306
NZ_CP029061.1_2,0.4469
NZ_CP029061.1_3,0.3933
NZ_CP029061.1_4,0.3333
NZ_CP029061.1_5,0.3727
NZ_CP029061.1_6,0.3843
NZ_CP029061.1_7,0.3333
NZ_CP029061.1_8,0.3611
NZ_CP029061.1_9,0.4539
NZ_CP029061.1_10,0.4722
NZ_CP029061.1_11,0.5076
NZ_CP029061.1_12,0.3584
NZ_CP029061.1_13,0.4609
NZ_CP029061.1_14,0.3220
NZ_CP029061.1_15,0.3286
NZ_CP029061.1_16,0.3382
NZ_CP029061.1_17,0.4231
NZ_CP029061.1_18,0.3983
NZ_CP029061.1_19,0.4622
NZ_CP029061.1_20,0.4868
NZ_CP029061.1_21,0.4444
NZ_CP029061.1_22,0.3523
NZ_CP029061.1_23,0.3265
NZ_CP029061.1_24,0.4621
NZ_CP029061.1_25,0.4545
NZ_CP029061.1_26,0.3913
NZ_CP029061.1_27,0.4918
NZ_CP029061.1_28,0.4322
NZ_CP029061.1_29,0.4565
NZ_CP029061.1_30,0.3785
NZ_CP029061.1_31,0.4092
NZ_CP029061.1_32,0.3502
NZ_CP029061.1_33,0.4210
NZ_CP029061.1_34,0.4089
NZ_CP029061.1_35,0.4718
NZ_CP029061.1_36,0.4839
NZ_CP029061.1_37,0.3936
NZ_CP029061.1_38,0.4180
NZ_CP029061.1_39,0.3816
NZ_CP029061.1_40,0.4625
NZ_CP029061.1_41,0.4444
NZ_CP029061.1_42,0.3468
NZ_CP029061.1_43,0.3765
NZ_CP029061.1_44,0.3850
NZ_CP029061.1_45,0.4182
NZ_CP029061.1_46,0.3407
NZ_CP029100.1_1,0.5116
NZ_CP029100.1_2,0.4364
NZ_CP029100.1_3,0.3717
NZ_CP029100.1_4,0.4321
NZ_CP029100.1_5,0.3074
NZ_CP029100.1_6,0.4221
NZ_CP029100.1_7,0.4473
NZ_CP029100.1_8,0.4128
NZ_CP029100.1_9,0.3333
NZ_CP029100.1_10,0.4707
NZ_CP029100.1_11,0.3390
NZ_CP029100.1_12,0.3123
NZ_CP029100.1_13,0.3782
NZ_CP029100.1_14,0.5158
NZ_CP029100.1_15,0.4902
NZ_CP029100.1_16,0.5204
NZ_CP029100.1_17,0.4792
NZ_CP029100.1_18,0.5182
NZ_CP029100.1_19,0.5333
NZ_CP029100.1_20,0.6283
NZ_CP029100.1_21,0.6050
NZ_CP029100.1_22,0.6423
NZ_CP029100.1_23,0.6477
NZ_CP029100.1_24,0.6573
NZ_CP029100.1_25,0.5060
NZ_CP029100.1_26,0.5056
NZ_CP029100.1_27,0.5000
NZ_CP029100.1_28,0.4218
NZ_CP029100.1_29,0.5054
NZ_CP029100.1_30,0.4275
NZ_CP029100.1_31,0.5098
NZ_CP029100.1_32,0.5195
NZ_CP029100.1_33,0.4889
NZ_CP029100.1_34,0.4332
NZ_CP029100.1_35,0.4803
NZ_CP029100.1_36,0.4768
NZ_CP029100.1_37,0.4220
NZ_CP029100.1_38,0.4248
NZ_CP029100.1_39,0.4726
NZ_CP029100.1_40,0.4178
NZ_CP029100.1_41,0.4315
NZ_CP029100.1_42,0.3645
NZ_CP029104.1_1,0.4637
NZ_CP029104.1_2,0.4367
NZ_CP029104.1_3,0.4781
NZ_CP029104.1_4,0.5046
NZ_CP029104.1_5,0.5683
NZ_CP029104.1_6,0.6056
NZ_CP029104.1_7,0.5747
NZ_CP029104.1_8,0.5804
NZ_CP029104.1_9,0.5128
NZ_CP029104.1_10,0.5758
NZ_CP029104.1_11,0.5597
NZ_CP029104.1_12,0.5887
NZ_CP029104.1_13,0.5705
NZ_CP029104.1_14,0.5758
NZ_CP029104.1_15,0.5000
NZ_CP029104.1_16,0.5626
NZ_CP029104.1_17,0.5282
NZ_CP029104.1_18,0.6031
NZ_CP029104.1_19,0.5770
NZ_CP029104.1_20,0.5405
NZ_CP029104.1_21,0.5629
NZ_CP029104.1_22,0.5512
NZ_CP029104.1_23,0.3863
NZ_CP029104.1_24,0.4124
NZ_CP029104.1_25,0.4230
NZ_CP029104.1_26,0.2937
NZ_CP029104.1_27,0.5319
NZ_CP029104.1_28,0.5419
NZ_CP029104.1_29,0.5118
NZ_CP029104.1_30,0.5319
NZ_CP029104.1_31,0.6485
NZ_CP029104.1_32,0.6356
NZ_CP029104.1_33,0.6920
NZ_CP029104.1_34,0.6970
NZ_CP029104.1_35,0.6519
NZ_CP029104.1_36,0.6572
NZ_CP029104.1_37,0.6268
NZ_CP029104.1_38,0.6125
NZ_CP029104.1_39,0.5954
NZ_CP029104.1_40,0.7202
NZ_CP029104.1_41,0.6268
NZ_CP029104.1_42,0.6367
NZ_CP029104.1_43,0.5955
NZ_CP029104.1_44,0.5397
NZ_CP029104.1_45,0.5362
NZ_CP029104.1_46,0.3455
NZ_CP029104.1_47,0.5616
NZ_CP029104.1_48,0.5349
NZ_CP029104.1_49,0.5214
NZ_CP029104.1_50,0.5653
NZ_CP029104.1_51,0.4659
NZ_CP029104.1_52,0.4958
NZ_CP029104.1_53,0.4870
NZ_CP029104.1_54,0.6032
NZ_CP029104.1_55,0.5704
NZ_CP029104.1_56,0.5837
NZ_CP029104.1_57,0.4976
NZ_CP029104.1_58,0.6006
NZ_CP029104.1_59,0.5277
NZ_CP029104.1_60,0.4566
NZ_CP029104.1_61,0.4878
NZ_CP029104.1_62,0.4146
NZ_CP029104.1_63,0.5156
NZ_CP029104.1_64,0.5211
NZ_CP029104.1_65,0.3842
NZ_CP029104.1_66,0.4254
NZ_CP029104.1_67,0.5568
NZ_CP029104.1_68,0.5333
NZ_CP029104.1_69,0.3292
NZ_CP029104.1_70,0.3889
NZ_CP029104.1_71,0.5215
NZ_CP029104.1_72,0.3870
NZ_CP029104.1_73,0.5285
NZ_CP029104.1_74,0.5485
NZ_CP029104.1_75,0.5672
NZ_CP029104.1_76,0.5618
NZ_CP029104.1_77,0.4260
NZ_CP029104.1_78,0.3745
NZ_CP029104.1_79,0.5529
NZ_CP029104.1_80,0.5987
NZ_CP029104.1_81,0.5659
NZ_CP029104.1_82,0.5457
NZ_CP029104.1_83,0.4000
NZ_CP029104.1_84,0.4369
NZ_CP029104.1_85,0.5329
NZ_CP029104.1_86,0.4048
NZ_CP029104.1_87,0.4206
NZ_CP029104.1_88,0.4974
NZ_CP029104.1_89,0.5785
NZ_CP029104.1_90,0.5734
NZ_CP029104.1_91,0.4621
NZ_CP029104.1_92,0.4712
NZ_CP029104.1_93,0.4754
NZ_CP029104.1_94,0.3185
NZ_CP029104.1_95,0.3802
NZ_CP029104.1_96,0.4074
NZ_CP029118.1_1,0.5295
NZ_CP029118.1_2,0.4728
NZ_CP029118.1_3,0.4881
NZ_CP029118.1_4,0.4946
NZ_CP029118.1_5,0.4955
NZ_CP029118.1_6,0.5094
NZ_CP029118.1_7,0.5055
NZ_CP029118.1_8,0.5014
NZ_CP029118.1_9,0.5095
NZ_CP029118.1_10,0.5049
NZ_CP029118.1_11,0.4937
NZ_CP029118.1_12,0.5099
NZ_CP029118.1_13,0.5090
NZ_CP029118.1_14,0.5082
NZ_CP029118.1_15,0.5308
NZ_CP029118.1_16,0.5366
NZ_CP029118.1_17,0.5556
NZ_CP029118.1_18,0.5391
NZ_CP029118.1_19,0.5047
NZ_CP029118.1_20,0.4583
NZ_CP029118.1_21,0.5284
NZ_CP029118.1_22,0.4726
NZ_CP029118.1_23,0.4834
NZ_CP029118.1_24,0.4090
NZ_CP029118.1_25,0.5552
NZ_CP029118.1_26,0.4972
NZ_CP029118.1_27,0.5362
NZ_CP029118.1_28,0.5397
NZ_CP029118.1_29,0.4856
NZ_CP029118.1_30,0.5954
NZ_CP029118.1_31,0.6125
NZ_CP029118.1_32,0.6268
NZ_CP029118.1_33,0.6572
NZ_CP029118.1_34,0.6519
NZ_CP029118.1_35,0.6970
NZ_CP029118.1_36,0.6920
NZ_CP029118.1_37,0.6448
NZ_CP029118.1_38,0.6478
NZ_CP029118.1_39,0.5401
NZ_CP029118.1_40,0.4936
NZ_CP029118.1_41,0.5476
NZ_CP029118.1_42,0.4945
NZ_CP029118.1_43,0.5302
NZ_CP029118.1_44,0.5281
NZ_CP029118.1_45,0.5323
NZ_CP029118.1_46,0.5180
NZ_CP029118.1_47,0.5182
NZ_CP029118.1_48,0.5903
NZ_CP029118.1_49,0.6652
NZ_CP029118.1_50,0.6477
NZ_CP029118.1_51,0.6423
NZ_CP029118.1_52,0.6050
NZ_CP029118.1_53,0.6286
NZ_CP029118.1_54,0.5319
NZ_CP029118.1_55,0.4380
NZ_CP029118.1_56,0.6980
NZ_CP029118.1_57,0.6594
NZ_CP029118.1_58,0.6357
NZ_CP029118.1_59,0.6970
NZ_CP029118.1_60,0.6541
NZ_CP029118.1_61,0.6604
NZ_CP029118.1_62,0.6093
NZ_CP029118.1_63,0.6150
NZ_CP029118.1_64,0.5362
NZ_CP029118.1_65,0.5397
NZ_CP029118.1_66,0.4846
NZ_CP029118.1_67,0.5954
NZ_CP029118.1_68,0.5168
NZ_CP029118.1_69,0.5291
NZ_CP029118.1_70,0.3317
NZ_CP029118.1_71,0.3775
NZ_CP029118.1_72,0.3650
NZ_CP029118.1_73,0.3997
NZ_CP029118.1_74,0.4685
NZ_CP029118.1_75,0.3548
NZ_CP029118.1_76,0.3023
NZ_CP029118.1_77,0.4731
NZ_CP029118.1_78,0.5783
NZ_CP029118.1_79,0.5524
NZ_CP029118.1_80,0.5556
NZ_CP029118.1_81,0.6167
NZ_CP029118.1_82,0.5000
NZ_CP029118.1_83,0.5179
NZ_CP029118.1_84,0.5120
NZ_CP029118.1_85,0.6124
NZ_CP029118.1_86,0.6111
NZ_CP029118.1_87,0.6044
NZ_CP029118.1_88,0.4896
NZ_CP029118.1_89,0.4775
NZ_CP029118.1_90,0.5412
NZ_CP029118.1_91,0.5278
NZ_CP029118.1_92,0.4651
NZ_CP029118.1_93,0.4830
NZ_CP029118.1_94,0.5117
NZ_CP029118.1_95,0.4946
NZ_CP029118.1_96,0.5205
NZ_CP029118.1_97,0.4889
NZ_CP029118.1_98,0.5099
NZ_CP029118.1_99,0.4804
NZ_CP029118.1_100,0.5097
NZ_CP029118.1_101,0.5220
NZ_CP029118.1_102,0.4625
NZ_CP029118.1_103,0.4721
NZ_CP029118.1_104,0.5116
NZ_CP029118.1_105,0.5135
NZ_CP029118.1_106,0.5017
NZ_CP029118.1_107,0.4754
NZ_CP029118.1_108,0.4915
NZ_CP029118.1_109,0.4740
NZ_CP029118.1_110,0.4928
NZ_CP029118.1_111,0.5210
NZ_CP029118.1_112,0.4897
NZ_CP029118.1_113,0.4800
NZ_CP029118.1_114,0.5096
NZ_CP029118.1_115,0.4731
NZ_CP029118.1_116,0.4870
NZ_CP029118.1_117,0.5254
NZ_CP029118.1_118,0.5326
NZ_CP029118.1_119,0.5070
NZ_CP029118.1_120,0.5213
NZ_CP029118.1_121,0.5116
NZ_CP029118.1_122,0.5492
NZ_CP029118.1_123,0.5072
NZ_CP029118.1_124,0.5397
NZ_CP029118.1_125,0.4892
NZ_CP029118.1_126,0.4839
NZ_CP029118.1_127,0.4704
NZ_CP029118.1_128,0.5374
NZ_CP029118.1_129,0.5157
NZ_CP029118.1_130,0.4810
NZ_CP029118.1_131,0.4980
NZ_CP029118.1_132,0.5089
NZ_CP029118.1_133,0.5269
NZ_CP029118.1_134,0.5122
NZ_CP029118.1_135,0.5314
NZ_CP029118.1_136,0.5229
NZ_CP029118.1_137,0.5141
NZ_CP029118.1_138,0.5183
NZ_CP029118.1_139,0.5469
NZ_CP029118.1_140,0.5233
NZ_CP029118.1_141,0.5247
NZ_CP029118.1_142,0.5414
NZ_CP029118.1_143,0.4960
NZ_CP029118.1_144,0.5355
NZ_CP029118.1_145,0.5027
NZ_CP029118.1_146,0.4653
NZ_CP029118.1_147,0.4827
NZ_CP029118.1_148,0.4974
NZ_CP029118.1_149,0.4966
NZ_CP029118.1_150,0.5254
NZ_CP029118.1_151,0.5073
NZ_CP029118.1_152,0.5348
NZ_CP029118.1_153,0.5365
NZ_CP029118.1_154,0.5324
NZ_CP029118.1_155,0.5043
NZ_CP029118.1_156,0.5413
NZ_CP029118.1_157,0.4928
NZ_CP029118.1_158,0.4409
NZ_CP029118.1_159,0.5194
NZ_CP029118.1_160,0.5160
NZ_CP029118.1_161,0.5294
NZ_CP029118.1_162,0.4950
NZ_CP029118.1_163,0.5096
NZ_CP029118.1_164,0.5385
NZ_CP029118.1_165,0.5141
NZ_CP029118.1_166,0.4965
NZ_CP029118.1_167,0.5185
NZ_CP029118.1_168,0.5278
NZ_CP029118.1_169,0.5220
NZ_CP029118.1_170,0.4689
NZ_CP029118.1_171,0.4992
NZ_CP029118.1_172,0.5356
NZ_CP029118.1_173,0.5321
NZ_CP029118.1_174,0.4533
NZ_CP029118.1_175,0.5333
NZ_CP029118.1_176,0.5014
NZ_CP029118.1_177,0.5021
NZ_CP029118.1_178,0.5657
NZ_CP029118.1_179,0.5548
NZ_CP029118.1_180,0.5275
NZ_CP029118.1_181,0.4754
NZ_CP029118.1_182,0.5027
NZ_CP029118.1_183,0.5291
NZ_CP029118.1_184,0.4943
NZ_CP029118.1_185,0.5165
NZ_CP029118.1_186,0.5077
NZ_CP029118.1_187,0.5165
NZ_CP029118.1_188,0.5109
NZ_CP029118.1_189,0.5059
NZ_CP029118.1_190,0.5114
NZ_CP029118.1_191,0.5241
NZ_CP029118.1_192,0.5238
NZ_CP029118.1_193,0.5089
NZ_CP029118.1_194,0.5138
NZ_CP029118.1_195,0.5081
NZ_CP029118.1_196,0.5128
NZ_CP029118.1_197,0.5373
NZ_CP029118.1_198,0.4986
NZ_CP029118.1_199,0.5281
NZ_CP029118.1_200,0.4966
NZ_CP029118.1_201,0.5165
NZ_CP029118.1_202,0.5303
NZ_CP029118.1_203,0.5208
NZ_CP029118.1_204,0.5082
NZ_CP029118.1_205,0.5307
NZ_CP029118.1_206,0.5530
NZ_CP029118.1_207,0.5145
NZ_CP029118.1_208,0.5417
NZ_CP029118.1_209,0.5152
NZ_CP029118.1_210,0.5134
NZ_CP029118.1_211,0.5437
NZ_CP029118.1_212,0.5158
NZ_CP029118.1_213,0.5429
NZ_CP029118.1_214,0.5253
NZ_CP029118.1_215,0.5015
NZ_CP029118.1_216,0.5966
NZ_CP029118.1_217,0.5899
NZ_CP029118.1_218,0.5281
NZ_CP029118.1_219,0.5115
NZ_CP029118.1_220,0.4992
NZ_CP029118.1_221,0.5152
NZ_CP029118.1_222,0.4966
NZ_CP029118.1_223,0.4409
NZ_CP029118.1_224,0.5192
NZ_CP029118.1_225,0.5729
NZ_CP029118.1_226,0.5241
NZ_CP029123.1_1,0.5295
NZ_CP029123.1_2,0.4728
NZ_CP029123.1_3,0.4881
NZ_CP029123.1_4,0.4946
NZ_CP029123.1_5,0.4955
NZ_CP029123.1_6,0.5094
NZ_CP029123.1_7,0.5055
NZ_CP029123.1_8,0.5014
NZ_CP029123.1_9,0.5202
NZ_CP029123.1_10,0.5060
NZ_CP029123.1_11,0.5308
NZ_CP029123.1_12,0.5366
NZ_CP029123.1_13,0.5368
NZ_CP029123.1_14,0.5391
NZ_CP029123.1_15,0.5047
NZ_CP029123.1_16,0.4583
NZ_CP029123.1_17,0.5284
NZ_CP029123.1_18,0.4726
NZ_CP029123.1_19,0.4861
NZ_CP029123.1_20,0.5305
NZ_CP029123.1_21,0.3968
NZ_CP029123.1_22,0.3870
NZ_CP029123.1_23,0.4144
NZ_CP029123.1_24,0.5319
NZ_CP029123.1_25,0.5163
NZ_CP029123.1_26,0.5954
NZ_CP029123.1_27,0.4846
NZ_CP029123.1_28,0.4444
NZ_CP029123.1_29,0.4527
NZ_CP029123.1_30,0.4972
NZ_CP029123.1_31,0.5550
NZ_CP029123.1_32,0.4090
NZ_CP029123.1_33,0.5305
NZ_CP029123.1_34,0.6395
NZ_CP029123.1_35,0.6571
NZ_CP029123.1_36,0.5920
NZ_CP029123.1_37,0.6095
NZ_CP029123.1_38,0.5307
NZ_CP029123.1_39,0.5709
NZ_CP029123.1_40,0.5981
NZ_CP029123.1_41,0.3821
NZ_CP029123.1_42,0.3758
NZ_CP029123.1_43,0.5616
NZ_CP029123.1_44,0.5771
NZ_CP029123.1_45,0.5603
NZ_CP029123.1_46,0.6387
NZ_CP029123.1_47,0.5657
NZ_CP029123.1_48,0.5419
NZ_CP029123.1_49,0.5013
NZ_CP029123.1_50,0.5725
NZ_CP029123.1_51,0.6507
NZ_CP029123.1_52,0.6167
NZ_CP029123.1_53,0.5000
NZ_CP029123.1_54,0.4535
NZ_CP029123.1_55,0.3133
NZ_CP029123.1_56,0.6414
NZ_CP029123.1_57,0.6167
NZ_CP029123.1_58,0.5000
NZ_CP029123.1_59,0.5414
NZ_CP029123.1_60,0.6114
NZ_CP029123.1_61,0.6111
NZ_CP029123.1_62,0.6044
NZ_CP029123.1_63,0.4746
NZ_CP029123.1_64,0.4685
NZ_CP029123.1_65,0.5205
NZ_CP029123.1_66,0.4689
NZ_CP029123.1_67,0.4992
NZ_CP029123.1_68,0.5356
NZ_CP029123.1_69,0.5321
NZ_CP029123.1_70,0.4533
NZ_CP029123.1_71,0.5333
NZ_CP029123.1_72,0.5014
NZ_CP029123.1_73,0.5021
NZ_CP029123.1_74,0.4940
NZ_CP029123.1_75,0.5657
NZ_CP029123.1_76,0.5548
NZ_CP029123.1_77,0.5275
NZ_CP029123.1_78,0.4754
NZ_CP029123.1_79,0.5089
NZ_CP029123.1_80,0.5291
NZ_CP029123.1_81,0.4943
NZ_CP029123.1_82,0.5165
NZ_CP029123.1_83,0.5077
NZ_CP029123.1_84,0.5165
NZ_CP029123.1_85,0.5116
NZ_CP029123.1_86,0.5059
NZ_CP029123.1_87,0.5114
NZ_CP029123.1_88,0.5241
NZ_CP029123.1_89,0.5215
NZ_CP029123.1_90,0.5089
NZ_CP029123.1_91,0.5138
NZ_CP029123.1_92,0.5081
NZ_CP029123.1_93,0.5128
NZ_CP029123.1_94,0.5040
NZ_CP029123.1_95,0.5373
NZ_CP029123.1_96,0.4986
NZ_CP029123.1_97,0.5281
NZ_CP029123.1_98,0.4966
NZ_CP029123.1_99,0.5165
NZ_CP029123.1_100,0.5284
NZ_CP029123.1_101,0.5208
NZ_CP029123.1_102,0.5082
NZ_CP029123.1_103,0.5307
NZ_CP029123.1_104,0.5530
NZ_CP029123.1_105,0.5145
NZ_CP029123.1_106,0.5417
NZ_CP029123.1_107,0.5152
NZ_CP029123.1_108,0.5134
NZ_CP029123.1_109,0.5437
NZ_CP029123.1_110,0.5158
NZ_CP029123.1_111,0.5429
NZ_CP029123.1_112,0.5253
NZ_CP029123.1_113,0.5096
NZ_CP029123.1_114,0.5115
NZ_CP029123.1_115,0.4992
NZ_CP029123.1_116,0.5152
NZ_CP029123.1_117,0.4966
NZ_CP029123.1_118,0.5420
NZ_CP029123.1_119,0.5192
NZ_CP029123.1_120,0.5729
NZ_CP029123.1_121,0.5241
NZ_CP029138.1_1,0.4153
NZ_CP029138.1_2,0.4894
NZ_CP029138.1_3,0.4246
NZ_CP029138.1_4,0.4840
NZ_CP029138.1_5,0.4851
NZ_CP029138.1_6,0.3649
NZ_CP029138.1_7,0.4947
NZ_CP029138.1_8,0.5578
NZ_CP029138.1_9,0.5261
NZ_CP029138.1_10,0.5450
NZ_CP029138.1_11,0.5602
NZ_CP029138.1_12,0.4912
NZ_CP029138.1_13,0.5714
NZ_CP029138.1_14,0.4926
NZ_CP029138.1_15,0.5238
NZ_CP029138.1_16,0.5333
NZ_CP029138.1_17,0.5805
NZ_CP029138.1_18,0.5289
NZ_CP029138.1_19,0.4573
NZ_CP029138.1_20,0.4545
NZ_CP029138.1_21,0.5523
NZ_CP029138.1_22,0.5479
NZ_CP029138.1_23,0.5523
NZ_CP029138.1_24,0.5691
NZ_CP029138.1_25,0.5856
NZ_CP029138.1_26,0.5538
NZ_CP029138.1_27,0.5749
NZ_CP029138.1_28,0.5422
NZ_CP029138.1_29,0.5432
NZ_CP029138.1_30,0.5544
NZ_CP029138.1_31,0.5703
NZ_CP029138.1_32,0.6136
NZ_CP029138.1_33,0.5403
