replicon	hit_id	gene_name	hit_pos	model_fqn	sys_id	sys_loci	locus_num	sys_wholeness	sys_score	sys_occ	hit_gene_ref	hit_status	hit_seq_len	hit_i_eval	hit_score	hit_profile_cov	hit_seq_cov	hit_begin_match	hit_end_match	counterpart	used_in	type	subtype	activity
NZ_CP031107.1	NZ_CP031107.1_6	psia	6	defense-finder-models/ADF/Other/psiab	NZ_CP031107.1_psiab_3	1	1	1.0	2.0	1	psia	mandatory	145	2.7e-92	299.5	0.993	0.986	1	143			Other	psiab	Antidefense
NZ_CP031107.1	NZ_CP031107.1_15	ardb	15	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP031107.1_ardb_klca_acric11_2	1	1	1.0	1.0	1	ardb	mandatory	142	1.6e-93	303.4	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP031109.1	NZ_CP031109.1_7	arda	7	defense-finder-models/ADF/Anti_RM/arda_ardu	NZ_CP031109.1_arda_ardu_2	1	1	1.0	1.0	1	arda	mandatory	170	2.8e-88	286.0	0.982	0.971	2	166			Anti_RM	arda_ardu	Antidefense
NZ_CP031109.1	NZ_CP031109.1_12	ardr	12	defense-finder-models/ADF/Anti_RM/ardr	NZ_CP031109.1_ardr_5	1	1	1.0	1.0	1	ardr	mandatory	135	4.6e-87	281.0	1.0	0.993	1	134			Anti_RM	ardr	Antidefense
NZ_CP031109.1	NZ_CP031109.1_13	klca	13	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP031109.1_ardb_klca_acric11_3	1	1	1.0	0.8	1	ardb	mandatory	142	3.7e-35	112.9	0.828	0.972	4	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP031109.1	NZ_CP031109.1_17	ardk	17	defense-finder-models/ADF/Anti_RM/ardk	NZ_CP031109.1_ardk_4	1	1	1.0	1.0	1	ardk	mandatory	114	3e-49	157.5	0.991	0.982	1	112			Anti_RM	ardk	Antidefense
NZ_CP031109.1	NZ_CP031109.1_22	RM_Type_II__Type_II_REase27	22	defense-finder-models/RM/RM/RM_Type_II	NZ_CP031109.1_RM_Type_II_1	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	263	8.8e-68	222.1	0.684	0.939	14	260			RM	RM_Type_II	Defense
NZ_CP031109.1	NZ_CP031109.1_23	RM_Type_II__Type_II_MTases_FAM_2	23	defense-finder-models/RM/RM/RM_Type_II	NZ_CP031109.1_RM_Type_II_1	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	228	1.5e-54	177.3	0.577	0.934	1	213			RM	RM_Type_II	Defense
NZ_CP031111.1	NZ_CP031111.1_8	arda	8	defense-finder-models/ADF/Anti_RM/arda_ardu	NZ_CP031111.1_arda_ardu_2	1	1	1.0	1.0	1	arda	mandatory	167	1.9e-97	316.6	0.982	0.988	1	165			Anti_RM	arda_ardu	Antidefense
NZ_CP031111.1	NZ_CP031111.1_10	psib	10	defense-finder-models/ADF/Other/psiab	NZ_CP031111.1_psiab_4	1	1	1.0	2.0	1	psib	mandatory	240	3.7000000000000004e-65	212.2	0.975	0.975	4	237			Other	psiab	Antidefense
NZ_CP031111.1	NZ_CP031111.1_11	psia	11	defense-finder-models/ADF/Other/psiab	NZ_CP031111.1_psiab_4	1	1	1.0	2.0	1	psia	mandatory	145	8.6e-89	287.0	0.993	0.986	1	143			Other	psiab	Antidefense
NZ_CP031111.1	NZ_CP031111.1_17	ardb	17	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP031111.1_ardb_klca_acric11_3	1	1	1.0	1.0	1	ardb	mandatory	142	1e-95	309.5	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP031111.1	NZ_CP031111.1_28	6A_MBL__cap2_3	28	defense-finder-models/DefenseFinder/6A_MBL/6A_MBL	NZ_CP031111.1_6A_MBL_1	1	1	1.0	2.0	1	6A_MBL__cap2_3	mandatory	743	2.9999999999999995e-54	176.8	0.56	0.55	333	741			6A_MBL	6A_MBL	Defense
NZ_CP031111.1	NZ_CP031111.1_29	6A_MBL__MblB	29	defense-finder-models/DefenseFinder/6A_MBL/6A_MBL	NZ_CP031111.1_6A_MBL_1	1	1	1.0	2.0	1	6A_MBL__MblB	mandatory	394	1.9e-168	552.7	0.982	0.972	1	383			6A_MBL	6A_MBL	Defense
NZ_CP031122.1	NZ_CP031122.1_117	vcrx093	117	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031122.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	337	5e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031122.1	NZ_CP031122.1_118	vcrx092	118	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031122.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	344	5.9e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031122.1	NZ_CP031122.1_119	vcrx091	119	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031122.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.6000000000000002e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031122.1	NZ_CP031122.1_120	vcrx090	120	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031122.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	303	2.3e-178	585.2	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NZ_CP031122.1	NZ_CP031122.1_121	vcrx089	121	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031122.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	2.3999999999999998e-141	464.8	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NZ_CP031216.1	NZ_CP031216.1_8	klca	8	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP031216.1_ardb_klca_acric11_3	1	1	1.0	0.8	1	ardb	mandatory	147	2.4e-49	159.9	0.828	0.959	6	146			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP031216.1	NZ_CP031216.1_48	MazEF__MazF	48	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP031216.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	1.8e-16	52.9	0.91	0.964	2	108			MazEF	MazEF	Defense
NZ_CP031216.1	NZ_CP031216.1_49	MazEF__MazE	49	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP031216.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	1.8e-13	43.3	0.762	0.709	4	64			MazEF	MazEF	Defense
NZ_CP031216.1	NZ_CP031216.1_69	PD-T7-2__PD-T7-2_A	69	defense-finder-models/DefenseFinder/PD-T7-2/PD-T7-2	NZ_CP031216.1_PD-T7-2_2	1	1	1.0	2.0	1	PD-T7-2__PD-T7-2_A	mandatory	464	7.9e-42	136.3	0.826	0.765	50	404			PD-T7-2	PD-T7-2	Defense
NZ_CP031216.1	NZ_CP031216.1_70	PD-T7-2__PD-T7-2_B	70	defense-finder-models/DefenseFinder/PD-T7-2/PD-T7-2	NZ_CP031216.1_PD-T7-2_2	1	1	1.0	2.0	1	PD-T7-2__PD-T7-2_B	mandatory	691	6.1e-106	347.8	0.962	0.959	10	672			PD-T7-2	PD-T7-2	Defense
NZ_CP031234.1	NZ_CP031234.1_38	DS-27__DS-27	38	defense-finder-models/DefenseFinder/DS-27/DS-27	NZ_CP031234.1_DS-27_1	1	1	1.0	1.0	1	DS-27__DS-27	mandatory	308	4.1e-73	238.1	0.994	0.99	1	305			DS-27	DS-27	Defense
NZ_CP031235.1	NZ_CP031235.1_8	klca	8	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP031235.1_ardb_klca_acric11_2	1	1	1.0	0.8	1	ardb	mandatory	147	2.2e-49	159.9	0.828	0.959	6	146			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP031235.1	NZ_CP031235.1_53	MazEF__MazF	53	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP031235.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	1.7e-16	52.9	0.91	0.964	2	108			MazEF	MazEF	Defense
NZ_CP031235.1	NZ_CP031235.1_54	MazEF__MazE	54	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP031235.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	1.6e-13	43.3	0.762	0.709	4	64			MazEF	MazEF	Defense
NZ_CP031296.1	NZ_CP031296.1_19	Mok_Hok_Sok__Mok	19	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NZ_CP031296.1_Mok_Hok_Sok_1	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	72	6.299999999999999e-31	98.7	0.897	0.972	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NZ_CP031296.1	NZ_CP031296.1_20	aca5	20	defense-finder-models/ADF/Anti_CRISPR/Aca_alone	NZ_CP031296.1_Aca_alone_2	1	1	0.077	1.0	1	aca5	mandatory	54	1.2e-28	90.9	0.879	0.944	1	51			Anti_CRISPR	Aca_alone	Antidefense
NZ_CP031297.1	NZ_CP031297.1_120	vcrx093	120	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031297.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	337	5.8e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031297.1	NZ_CP031297.1_121	vcrx092	121	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031297.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	330	2.2000000000000003e-164	540.1	0.976	0.973	2	322			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031297.1	NZ_CP031297.1_122	vcrx091	122	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031297.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.9000000000000002e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031297.1	NZ_CP031297.1_123	vcrx090	123	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031297.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	303	2.7e-178	585.2	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NZ_CP031297.1	NZ_CP031297.1_124	vcrx089	124	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031297.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	3.3e-141	464.5	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NZ_CP031322.1	NZ_CP031322.1_8	klca	8	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP031322.1_ardb_klca_acric11_2	1	1	1.0	0.8	1	ardb	mandatory	147	3.899999999999999e-49	158.9	0.828	0.959	6	146			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP031322.1	NZ_CP031322.1_58	MazEF__MazF	58	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP031322.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	1.4e-16	52.9	0.91	0.964	2	108			MazEF	MazEF	Defense
NZ_CP031322.1	NZ_CP031322.1_59	MazEF__MazE	59	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP031322.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	1.4e-13	43.3	0.762	0.709	4	64			MazEF	MazEF	Defense
NZ_CP031361.1	NZ_CP031361.1_22	Hna__Hna	22	defense-finder-models/DefenseFinder/Hna/Hna	NZ_CP031361.1_Hna_1	1	1	1.0	1.0	1	Hna__Hna	mandatory	844	2.1e-287	947.1	0.996	0.995	1	840			Hna	Hna	Defense
NZ_CP031374.1	NZ_CP031374.1_8	klca	8	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP031374.1_ardb_klca_acric11_2	1	1	1.0	0.8	1	ardb	mandatory	147	2.7e-49	159.4	0.828	0.959	6	146			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP031374.1	NZ_CP031374.1_51	MazEF__MazF	51	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP031374.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	1.4e-16	52.9	0.91	0.964	2	108			MazEF	MazEF	Defense
NZ_CP031374.1	NZ_CP031374.1_52	MazEF__MazE	52	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP031374.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	1.3e-13	43.3	0.762	0.709	4	64			MazEF	MazEF	Defense
NZ_CP031512.1	NZ_CP031512.1_78	vcrx093	78	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031512.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	337	4.8e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031512.1	NZ_CP031512.1_79	vcrx092	79	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031512.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	344	5.8e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031512.1	NZ_CP031512.1_80	vcrx091	80	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031512.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.6000000000000002e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031512.1	NZ_CP031512.1_81	vcrx090	81	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031512.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	303	2.3e-178	585.2	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NZ_CP031512.1	NZ_CP031512.1_82	vcrx089	82	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031512.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	2.3999999999999998e-141	464.8	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NZ_CP031549.1	NZ_CP031549.1_115	vcrx093	115	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031549.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	337	5.899999999999999e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031549.1	NZ_CP031549.1_116	vcrx092	116	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031549.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	344	7e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031549.1	NZ_CP031549.1_117	vcrx091	117	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031549.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.9000000000000002e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031549.1	NZ_CP031549.1_118	vcrx090	118	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031549.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	303	2.8e-178	585.2	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NZ_CP031549.1	NZ_CP031549.1_119	vcrx089	119	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031549.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	3.4e-141	464.5	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NZ_CP031550.1	NZ_CP031550.1_28	Mok_Hok_Sok__Mok	28	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NZ_CP031550.1_Mok_Hok_Sok_1	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	72	7.299999999999999e-31	98.7	0.897	0.972	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
NZ_CP031550.1	NZ_CP031550.1_29	aca5	29	defense-finder-models/ADF/Anti_CRISPR/Aca_alone	NZ_CP031550.1_Aca_alone_2	1	1	0.077	1.0	1	aca5	mandatory	54	1.4000000000000001e-28	90.9	0.879	0.944	1	51			Anti_CRISPR	Aca_alone	Antidefense
NZ_CP031566.1	NZ_CP031566.1_8	klca	8	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP031566.1_ardb_klca_acric11_2	1	1	1.0	0.8	1	ardb	mandatory	147	9.2e-50	160.8	0.828	0.959	6	146			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP031566.1	NZ_CP031566.1_44	MazEF__MazF	44	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP031566.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazF	mandatory	111	4.3e-16	51.3	0.847	0.901	2	101			MazEF	MazEF	Defense
NZ_CP031566.1	NZ_CP031566.1_45	MazEF__MazE	45	defense-finder-models/DefenseFinder/MazEF/MazEF	NZ_CP031566.1_MazEF_1	1	1	1.0	2.0	1	MazEF__MazE	mandatory	86	1.3e-13	43.3	0.762	0.709	4	64			MazEF	MazEF	Defense
NZ_CP031570.1	NZ_CP031570.1_99	vcrx092	99	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031570.1_vcrx091_093_2	1	1	0.667	2.0	1	vcrx092	mandatory	344	6.2e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031570.1	NZ_CP031570.1_100	vcrx091	100	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031570.1_vcrx091_093_2	1	1	0.667	2.0	1	vcrx091	mandatory	176	1.7000000000000002e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031570.1	NZ_CP031570.1_101	vcrx090	101	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031570.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	303	2.4e-178	585.2	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NZ_CP031570.1	NZ_CP031570.1_102	vcrx089	102	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031570.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	3e-141	464.5	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NZ_CP031573.1	NZ_CP031573.1_96	vcrx093	96	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031573.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	337	5.1e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031573.1	NZ_CP031573.1_97	vcrx092	97	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031573.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	344	6.100000000000001e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031573.1	NZ_CP031573.1_98	vcrx091	98	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031573.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.7000000000000002e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031573.1	NZ_CP031573.1_99	vcrx090	99	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031573.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	303	2.4e-178	585.2	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NZ_CP031573.1	NZ_CP031573.1_100	vcrx089	100	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031573.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	2.9e-141	464.5	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NZ_CP031576.1	NZ_CP031576.1_93	vcrx093	93	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031576.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	257	2.3e-101	332.9	0.724	0.969	1	249			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031576.1	NZ_CP031576.1_95	vcrx092	95	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031576.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	344	6.100000000000001e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031576.1	NZ_CP031576.1_96	vcrx091	96	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031576.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.7000000000000002e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031576.1	NZ_CP031576.1_97	vcrx090	97	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031576.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	303	2.4e-178	585.2	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NZ_CP031576.1	NZ_CP031576.1_98	vcrx089	98	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031576.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	2.9e-141	464.5	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NZ_CP031584.1	NZ_CP031584.1_98	vcrx093	98	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031584.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	257	2.3e-101	332.9	0.724	0.969	1	249			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031584.1	NZ_CP031584.1_100	vcrx092	100	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031584.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	344	6.2e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031584.1	NZ_CP031584.1_101	vcrx091	101	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031584.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.7000000000000002e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031584.1	NZ_CP031584.1_102	vcrx090	102	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031584.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	303	2.4e-178	585.2	1.0	0.997	1	302			Anti_RM	vcrx089_090	Antidefense
NZ_CP031584.1	NZ_CP031584.1_103	vcrx089	103	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031584.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	3e-141	464.5	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NZ_CP031610.1	NZ_CP031610.1_95	vcrx093	95	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031610.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx093	mandatory	337	5.3e-147	483.1	0.954	0.976	1	329			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031610.1	NZ_CP031610.1_96	vcrx092	96	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031610.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx092	mandatory	344	6.2e-165	541.8	0.985	0.942	13	336			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031610.1	NZ_CP031610.1_97	vcrx091	97	defense-finder-models/ADF/Anti_CRISPR/vcrx091_093	NZ_CP031610.1_vcrx091_093_2	1	1	1.0	3.0	1	vcrx091	mandatory	176	1.7000000000000002e-81	266.4	0.68	0.966	1	170			Anti_CRISPR	vcrx091_093	Antidefense
NZ_CP031610.1	NZ_CP031610.1_98	vcrx090	98	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031610.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx090	mandatory	178	3.5000000000000003e-110	361.4	0.585	0.989	2	177			Anti_RM	vcrx089_090	Antidefense
NZ_CP031610.1	NZ_CP031610.1_100	vcrx089	100	defense-finder-models/ADF/Anti_RM/vcrx089_090	NZ_CP031610.1_vcrx089_090_1	1	1	1.0	2.0	1	vcrx089	mandatory	323	3e-141	464.5	0.792	0.978	5	320			Anti_RM	vcrx089_090	Antidefense
NZ_CP031615.1	NZ_CP031615.1_10	arda	10	defense-finder-models/ADF/Anti_RM/arda_ardu	NZ_CP031615.1_arda_ardu_3	1	1	1.0	1.0	1	arda	mandatory	167	2.1e-96	313.5	0.982	0.988	1	165			Anti_RM	arda_ardu	Antidefense
NZ_CP031615.1	NZ_CP031615.1_15	psia	15	defense-finder-models/ADF/Other/psiab	NZ_CP031615.1_psiab_5	1	1	0.5	1.0	1	psia	mandatory	145	6.8e-88	284.4	0.993	0.986	1	143			Other	psiab	Antidefense
NZ_CP031615.1	NZ_CP031615.1_22	ardb	22	defense-finder-models/ADF/Anti_RM/ardb_klca_acric11	NZ_CP031615.1_ardb_klca_acric11_4	1	1	1.0	1.0	1	ardb	mandatory	142	4.4e-95	307.7	1.0	0.993	1	141			Anti_RM	ardb_klca_acric11	Antidefense
NZ_CP031615.1	NZ_CP031615.1_56	RM_Type_II__Type_II_MTases_FAM_2	56	defense-finder-models/RM/RM/RM_Type_II	NZ_CP031615.1_RM_Type_II_2	1	1	1.0	2.0	1	RM_Type_II__Type_II_MTases_FAM_0	mandatory	567	3.1000000000000003e-119	390.8	0.981	0.654	182	552			RM	RM_Type_II	Defense
NZ_CP031615.1	NZ_CP031615.1_57	RM_Type_II__Type_II_REase27	57	defense-finder-models/RM/RM/RM_Type_II	NZ_CP031615.1_RM_Type_II_2	1	1	1.0	2.0	1	RM_Type_II__Type_II_REase01	mandatory	198	2.4e-59	195.3	0.546	0.949	8	195			RM	RM_Type_II	Defense
NZ_CP031615.1	NZ_CP031615.1_63	TIR-I__TIR-I_A	63	defense-finder-models/DefenseFinder/TIR-I/TIR-I	NZ_CP031615.1_TIR-I_1	1	1	1.0	2.0	1	TIR-I__TIR-I_A	mandatory	387	6.3e-187	613.9	0.987	0.959	1	371			TIR-I	TIR-I	Defense
NZ_CP031615.1	NZ_CP031615.1_64	TIR-I__TIR-I_B	64	defense-finder-models/DefenseFinder/TIR-I/TIR-I	NZ_CP031615.1_TIR-I_1	1	1	1.0	2.0	1	TIR-I__TIR-I_B	mandatory	368	8.9e-208	682.8	0.997	0.995	1	366			TIR-I	TIR-I	Defense
NZ_CP031655.1	NZ_CP031655.1_4	Mok_Hok_Sok__Mok	4	defense-finder-models/DefenseFinder/Mok_Hok_Sok/Mok_Hok_Sok	NZ_CP031655.1_Mok_Hok_Sok_2	1	1	0.5	1.0	1	Mok_Hok_Sok__Mok	mandatory	71	9.999999999999999e-51	162.5	0.897	0.986	1	70			Mok_Hok_Sok	Mok_Hok_Sok	Defense
